Day,2021_8_1__22_35_44
Age,23
Sex,Man
RightHand
Score,38.38788
Time,PalmPosition,,forcePalm,forceThumb...
time(s),x,y,z
0.0045396,134.4517, 475.1242, 222.8639,359,0,0,0,0,0
0.0097289,134.4517, 475.1242, 222.8639,359,0,0,0,0,0
0.0140085,134.4764, 475.1562, 222.9156,359,0,0,0,0,0
0.017333,134.4764, 475.1562, 222.9156,359,0,0,0,0,0
0.0215346,134.4991, 475.2128, 222.9017,359,0,0,0,0,0
0.0259311,134.4991, 475.2128, 222.9017,359,0,0,0,0,0
0.0299568,134.5042, 475.3063, 222.9604,359,0,0,0,0,0
0.0338234,134.5042, 475.3063, 222.9604,359,0,0,0,0,0
0.037433,134.5042, 475.3063, 222.9604,359,0,0,0,0,0
0.0406834,134.5403, 475.4103, 223.0319,359,0,0,0,0,0
0.04477431,134.5403, 475.4103, 223.0319,374,0,0,0,0,0
0.0480702,134.5845, 475.5016, 223.099,374,0,0,0,0,0
0.051077,134.5845, 475.5016, 223.099,374,0,0,0,0,0
0.0557895,134.5845, 475.5016, 223.099,374,0,0,0,0,0
0.05898421,134.6208, 475.633, 223.1188,374,0,0,0,0,0
0.0618186,134.6208, 475.633, 223.1188,374,0,0,0,0,0
0.0657991,134.6315, 475.7063, 223.1733,374,0,0,0,0,0
0.06884971,134.6315, 475.7063, 223.1733,374,0,0,0,0,0
0.07215291,134.6315, 475.7063, 223.1733,374,0,0,0,0,0
0.0757988,134.6242, 475.7747, 223.1992,374,0,0,0,0,0
0.0787929,134.6242, 475.7747, 223.1992,374,0,0,0,0,0
0.0819081,134.6242, 475.7747, 223.1992,374,0,0,0,0,0
0.0849542,134.6121, 475.8292, 223.2053,374,0,0,0,0,0
0.0889473,134.6121, 475.8292, 223.2053,374,0,0,0,0,0
0.0922563,134.6343, 475.8726, 223.173,374,0,0,0,0,0
0.095028,134.6343, 475.8726, 223.173,380,0,0,0,0,0
0.0991037,134.6343, 475.8726, 223.173,380,0,0,0,0,0
0.1019012,134.6632, 475.8829, 223.1553,380,0,0,0,0,0
0.1048714,134.6632, 475.8829, 223.1553,380,0,0,0,0,0
0.1082755,134.6271, 475.9354, 223.1368,380,0,0,0,0,0
0.112517,134.6271, 475.9354, 223.1368,380,0,0,0,0,0
0.1158238,134.6271, 475.9354, 223.1368,380,0,0,0,0,0
0.1189694,134.6273, 475.9124, 223.1139,380,0,0,0,0,0
0.1227813,134.6273, 475.9124, 223.1139,380,0,0,0,0,0
0.1261297,134.6371, 475.8675, 223.0396,380,0,0,0,0,0
0.1291209,134.6371, 475.8675, 223.0396,380,0,0,0,0,0
0.1331672,134.6371, 475.8675, 223.0396,380,0,0,0,0,0
0.1360814,134.5544, 475.7971, 223.0241,380,0,0,0,0,0
0.1390705,134.5544, 475.7971, 223.0241,380,0,0,0,0,0
0.1433881,134.5398, 475.7253, 222.9963,380,0,0,0,0,0
0.1465127,134.5398, 475.7253, 222.9963,368,0,0,0,0,0
0.1500192,134.5398, 475.7253, 222.9963,368,0,0,0,0,0
0.1540169,134.4612, 475.6872, 222.9989,368,0,0,0,0,0
0.1571345,134.4612, 475.6872, 222.9989,368,0,0,0,0,0
0.1604659,134.4551, 475.6213, 222.9862,368,0,0,0,0,0
0.1634901,134.4551, 475.6213, 222.9862,368,0,0,0,0,0
0.1677285,134.4551, 475.6213, 222.9862,368,0,0,0,0,0
0.1706668,134.4185, 475.527, 222.9691,368,0,0,0,0,0
0.1733717,134.4185, 475.527, 222.9691,368,0,0,0,0,0
0.1780548,134.4185, 475.527, 222.9691,368,0,0,0,0,0
0.1812698,134.4086, 475.5033, 222.96,368,0,0,0,0,0
0.1846299,134.4086, 475.5033, 222.96,368,0,0,0,0,0
0.1885734,134.3989, 475.483, 222.9691,368,0,0,0,0,0
0.1915944,134.3989, 475.483, 222.9691,368,0,0,0,0,0
0.194812,134.3914, 475.4584, 222.9749,357,0,0,0,0,0
0.1987804,134.3914, 475.4584, 222.9749,357,0,0,0,0,0
0.2023096,134.3914, 475.4584, 222.9749,357,0,0,0,0,0
0.2054298,134.383, 475.4283, 222.9782,357,0,0,0,0,0
0.209522,134.383, 475.4283, 222.9782,357,0,0,0,0,0
0.2125509,134.383, 475.4283, 222.9782,357,0,0,0,0,0
0.2153067,134.361, 475.389, 222.955,357,0,0,0,0,0
0.2182975,134.361, 475.389, 222.955,357,0,0,0,0,0
0.2221059,134.3798, 475.354, 222.9742,357,0,0,0,0,0
0.2251065,134.3798, 475.354, 222.9742,357,0,0,0,0,0
0.2284945,134.3798, 475.354, 222.9742,357,0,0,0,0,0
0.232372,134.4043, 475.2841, 222.9736,357,0,0,0,0,0
0.2353678,134.4043, 475.2841, 222.9736,357,0,0,0,0,0
0.2388141,134.3966, 475.1906, 222.9751,357,0,0,0,0,0
0.2424363,134.3966, 475.1906, 222.9751,357,0,0,0,0,0
0.2457907,134.3966, 475.1906, 222.9751,358,0,0,0,0,0
0.2493816,134.4128, 475.1155, 222.9688,358,0,0,0,0,0
0.2527979,134.4128, 475.1155, 222.9688,358,0,0,0,0,0
0.2570555,134.398, 475.0905, 222.9256,358,0,0,0,0,0
0.2601175,134.398, 475.0905, 222.9256,358,0,0,0,0,0
0.2633977,134.3744, 475.1092, 222.9492,358,0,0,0,0,0
0.2673745,134.3744, 475.1092, 222.9492,358,0,0,0,0,0
0.2704172,134.3744, 475.1092, 222.9492,358,0,0,0,0,0
0.2739568,134.3564, 475.1096, 222.9766,358,0,0,0,0,0
0.2777119,134.3564, 475.1096, 222.9766,358,0,0,0,0,0
0.2810892,134.3564, 475.1096, 222.9766,358,0,0,0,0,0
0.2841143,134.3499, 475.1761, 222.9751,358,0,0,0,0,0
0.2881373,134.3499, 475.1761, 222.9751,358,0,0,0,0,0
0.2912628,134.3327, 475.1645, 223.0173,358,0,0,0,0,0
0.2943155,134.3327, 475.1645, 223.0173,358,0,0,0,0,0
0.2983236,134.3327, 475.1645, 223.0173,372,0,0,0,0,0
0.3016041,134.3646, 475.2122, 222.98,372,0,0,0,0,0
0.3046186,134.3646, 475.2122, 222.98,372,0,0,0,0,0
0.3084345,134.3701, 475.1953, 222.998,372,0,0,0,0,0
0.3125344,134.3701, 475.1953, 222.998,372,0,0,0,0,0
0.3159143,134.3701, 475.1953, 222.998,372,0,0,0,0,0
0.3264122,134.3984, 475.1641, 222.9816,372,0,0,0,0,0
0.3301707,134.3984, 475.1641, 222.9816,372,0,0,0,0,0
0.3343798,134.3681, 475.1229, 222.9714,372,0,0,0,0,0
0.3373271,134.3681, 475.1229, 222.9714,372,0,0,0,0,0
0.3405251,134.3681, 475.1229, 222.9714,372,0,0,0,0,0
0.3446158,134.3623, 475.0708, 222.8834,372,0,0,0,0,0
0.34785,134.3623, 475.0708, 222.8834,364,0,0,0,0,0
0.3513502,134.3317, 475.0125, 222.8602,364,0,0,0,0,0
0.3552614,134.3317, 475.0125, 222.8602,364,0,0,0,0,0
0.3585481,134.3317, 475.0125, 222.8602,364,0,0,0,0,0
0.3618645,134.3309, 475.0063, 222.8524,364,0,0,0,0,0
0.3654059,134.3309, 475.0063, 222.8524,364,0,0,0,0,0
0.3684862,134.3169, 474.9485, 222.8034,364,0,0,0,0,0
0.3712981,134.3169, 474.9485, 222.8034,364,0,0,0,0,0
0.3740946,134.3169, 474.9485, 222.8034,364,0,0,0,0,0
0.3786863,134.2951, 474.9088, 222.8279,364,0,0,0,0,0
0.3814084,134.2951, 474.9088, 222.8279,364,0,0,0,0,0
0.3846566,134.2951, 474.9088, 222.8279,364,0,0,0,0,0
0.3884558,134.2446, 474.9237, 222.8163,364,0,0,0,0,0
0.3917747,134.2446, 474.9237, 222.8163,364,0,0,0,0,0
0.3950352,134.2715, 474.9473, 222.7941,364,0,0,0,0,0
0.3990033,134.2715, 474.9473, 222.7941,365,0,0,0,0,0
0.4028306,134.2715, 474.9473, 222.7941,365,0,0,0,0,0
0.4058091,134.2995, 474.9344, 222.7651,365,0,0,0,0,0
